company_name,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
德赛西威,002920.SZ,20210705,110,111.87,106.58,111.11,109.98,1.13,1.0275,47134.23,516718.719
德赛西威,002920.SZ,20210706,110.87,116.1,109.23,115.25,111.11,4.14,3.726,61500.88,700924.807
德赛西威,002920.SZ,20210707,112,117,110.38,115.89,115.25,0.64,0.5553,59976.74,685796.887
德赛西威,002920.SZ,20210708,116.01,124.46,116.01,120.14,115.89,4.25,3.6673,60200.02,724811.024
德赛西威,002920.SZ,20210709,119.72,120.08,113.38,119.17,120.14,-0.97,-0.8074,46565.85,545138.821
德赛西威,002920.SZ,20210712,119.77,122,115.15,117.5,119.17,-1.67,-1.4014,70541.94,829728.893
德赛西威,002920.SZ,20210713,117.09,121.58,115.77,121.03,117.5,3.53,3.0043,55021.99,653464.114
德赛西威,002920.SZ,20210714,110,111.7,108.93,108.93,121.03,-12.1,-9.9975,56842.44,620020.683
德赛西威,002920.SZ,20210715,107.93,108.89,99.5,104.86,108.93,-4.07,-3.7363,114374.39,1179132.635
德赛西威,002920.SZ,20210716,102.58,105.5,102.1,103.29,104.86,-1.57,-1.4972,54399.82,568516.727
德赛西威,002920.SZ,20210719,100.2,112.18,100.2,110.61,103.29,7.32,7.0868,73445.53,793175.331
德赛西威,002920.SZ,20210720,110.44,111.5,107.66,110.56,110.61,-0.05,-0.0452,28507.62,313658.111
德赛西威,002920.SZ,20210721,111,115.99,108.39,115,110.56,4.44,4.0159,52632.8,591103.306
德赛西威,002920.SZ,20210722,114.59,118,110.11,115.14,115,0.14,0.1217,45079.7,511001.598
德赛西威,002920.SZ,20210723,115.12,117.38,112,112.87,115.14,-2.27,-1.9715,33067.76,376843.571
德赛西威,002920.SZ,20210726,112.85,114.37,107.65,110.9,112.87,-1.97,-1.7454,38561.6,427691.069
德赛西威,002920.SZ,20210727,110.99,113.2,105.53,105.6,110.9,-5.3,-4.7791,31447.6,343238.087
德赛西威,002920.SZ,20210728,105.13,106.7,99.02,105.65,105.6,0.05,0.0473,52347.45,542195.601
德赛西威,002920.SZ,20210729,107.5,108.56,102.8,103.71,105.65,-1.94,-1.8363,48558.42,504384.486
德赛西威,002920.SZ,20210730,103.11,106.8,101.11,102.59,103.71,-1.12,-1.0799,51827.35,536123.434
德赛西威,002920.SZ,20210802,103.02,109.5,102.32,107.8,102.59,5.21,5.0785,50361.69,536714.285
德赛西威,002920.SZ,20210803,109,114.37,106.71,112.3,107.8,4.5,4.1744,48777.74,543164.432
德赛西威,002920.SZ,20210804,111.55,111.55,107.5,109.9,112.3,-2.4,-2.1371,41006.38,448865.998
德赛西威,002920.SZ,20210805,112.01,113,108.02,109.19,109.9,-0.71,-0.646,24662.51,269960.457
德赛西威,002920.SZ,20210806,110,110.86,104.51,105.5,109.19,-3.69,-3.3794,41453.28,438283.583
德赛西威,002920.SZ,20210809,104.94,106.49,102.8,103.58,105.5,-1.92,-1.8199,32134.36,334526.491
德赛西威,002920.SZ,20210810,104.51,104.55,101.82,104.2,103.58,0.62,0.5986,29869.74,308384.391
德赛西威,002920.SZ,20210811,104.52,105,99.8,100.87,104.2,-3.33,-3.1958,43155.96,437495.966
德赛西威,002920.SZ,20210812,100.87,105.36,100.5,103.8,100.87,2.93,2.9047,36321.58,376455.29
德赛西威,002920.SZ,20210813,103.64,103.66,99.87,100.12,103.8,-3.68,-3.5453,28256.46,285299.318
德赛西威,002920.SZ,20210816,98.45,98.45,91.58,92.4,100.12,-7.72,-7.7107,70354.04,655980.827
德赛西威,002920.SZ,20210817,91.27,93.27,90.75,90.88,92.4,-1.52,-1.645,33761.7,309389.231
德赛西威,002920.SZ,20210818,90,90.85,85.88,87.69,90.88,-3.19,-3.5101,63923.25,558701.266
德赛西威,002920.SZ,20210819,88.32,93.55,88.07,92.38,87.69,4.69,5.3484,47189.46,431215.422
德赛西威,002920.SZ,20210820,92.69,94.11,89.32,91.05,92.38,-1.33,-1.4397,31271.77,285677.991
德赛西威,002920.SZ,20210823,91.12,93.85,89.49,92.88,91.05,1.83,2.0099,30827.74,284091.194
德赛西威,002920.SZ,20210824,94.59,98.49,92.43,93.02,92.88,0.14,0.1507,59033.5,561757.005
德赛西威,002920.SZ,20210825,93.1,95.48,90.86,93.3,93.02,0.28,0.301,31778.81,294365.504
德赛西威,002920.SZ,20210826,92.5,93.5,89.8,90.07,93.3,-3.23,-3.462,27789.81,253223.255
德赛西威,002920.SZ,20210827,90,92.75,89,91.14,90.07,1.07,1.188,23422.9,212829.879
德赛西威,002920.SZ,20210830,91.5,91.73,86.54,89.27,91.14,-1.87,-2.0518,41577.49,367886.312
德赛西威,002920.SZ,20210831,89.99,92.39,86.8,88.13,89.27,-1.14,-1.277,40856.87,363989.742
德赛西威,002920.SZ,20210901,88.2,89.48,86.43,88.2,88.13,0.07,0.0794,29678.22,260750.497
德赛西威,002920.SZ,20210902,87.74,88.44,84.41,85.35,88.2,-2.85,-3.2313,30322.52,260795.128
德赛西威,002920.SZ,20210903,85.43,86.4,82.88,83.03,85.35,-2.32,-2.7182,32666.51,274443.97
德赛西威,002920.SZ,20210906,81.86,87.53,80.9,87,83.03,3.97,4.7814,42228.22,359600.696
德赛西威,002920.SZ,20210907,86.32,86.9,84.5,84.59,87,-2.41,-2.7701,29957.3,255182.348
德赛西威,002920.SZ,20210908,85.13,85.13,82.1,82.38,84.59,-2.21,-2.6126,32324.99,267765.662
德赛西威,002920.SZ,20210909,82,83.4,81.09,81.75,82.38,-0.63,-0.7647,29759.8,243548.931
德赛西威,002920.SZ,20210910,81.4,83.85,80.36,82.59,81.75,0.84,1.0275,26685.16,218762.086
德赛西威,002920.SZ,20210913,83,84.2,80.8,81.43,82.59,-1.16,-1.4045,30321.69,247423.337
德赛西威,002920.SZ,20210914,81.27,87.49,80.66,83.45,81.43,2.02,2.4807,42900.43,364968.233
德赛西威,002920.SZ,20210915,83.38,83.54,80.66,81.08,83.45,-2.37,-2.84,29490.62,239786.84
德赛西威,002920.SZ,20210916,80.45,80.72,76.77,76.9,81.08,-4.18,-5.1554,38067.69,297326.752
德赛西威,002920.SZ,20210917,77.2,79,71.96,78.36,76.9,1.46,1.8986,55448.6,416084.272
德赛西威,002920.SZ,20210922,76.41,79.98,74.88,79.09,78.36,0.73,0.9316,30145.03,234145.172
德赛西威,002920.SZ,20210923,79.01,83.2,78.31,80.05,79.09,0.96,1.2138,28248.31,228235.715
德赛西威,002920.SZ,20210924,80.05,80.2,78.37,78.7,80.05,-1.35,-1.6864,17514.71,138573.701
德赛西威,002920.SZ,20210927,80.22,80.22,76.85,78.9,78.7,0.2,0.2541,21147.79,165772.539
德赛西威,002920.SZ,20210928,77.13,80.33,76.42,80.05,78.9,1.15,1.4575,29073.33,230496.731
德赛西威,002920.SZ,20210929,81.5,81.64,77.88,80.65,80.05,0.6,0.7495,37215.68,298399.42
德赛西威,002920.SZ,20210930,80.01,85.4,79.8,84.08,80.65,3.43,4.2529,42100.06,348047.194
德赛西威,002920.SZ,20211008,85.16,86.91,83,85.57,84.08,1.49,1.7721,30340.72,258607.133
德赛西威,002920.SZ,20211011,85.99,91,84.55,90,85.57,4.43,5.177,38462.62,342833.354
德赛西威,002920.SZ,20211012,90.44,90.99,86.73,88.08,90,-1.92,-2.1333,25145.02,224028.428
德赛西威,002920.SZ,20211013,87.99,90.1,87,88.62,88.08,0.54,0.6131,26088.28,231612.806
德赛西威,002920.SZ,20211014,91.45,91.9,88.62,90.45,88.62,1.83,2.065,35698.83,323893.05
德赛西威,002920.SZ,20211015,89.55,99.5,89.55,94.44,90.45,3.99,4.4113,57864.92,550748.992
德赛西威,002920.SZ,20211018,94.54,95.47,89.53,90.3,94.44,-4.14,-4.3837,41248.1,376764.535
德赛西威,002920.SZ,20211019,91.21,95.85,89.97,94.88,90.3,4.58,5.072,33568.37,315939.913
德赛西威,002920.SZ,20211020,94.86,96,93.8,94.85,94.88,-0.03,-0.0316,20831.46,198152.616
德赛西威,002920.SZ,20211021,96,98.97,95.02,96.88,94.85,2.03,2.1402,25713.28,249599.514
德赛西威,002920.SZ,20211022,96.88,98.5,95,96.93,96.88,0.05,0.0516,16317.21,158382.513
德赛西威,002920.SZ,20211025,96.93,98.49,96.1,97.85,96.93,0.92,0.9491,14205.88,138372.426
德赛西威,002920.SZ,20211026,99,100.62,96.8,99.37,97.85,1.52,1.5534,23497.96,232012.554
德赛西威,002920.SZ,20211027,99.9,102.48,98,102.13,99.37,2.76,2.7775,30202.93,303817.512
德赛西威,002920.SZ,20211028,101.01,108.88,100.6,106,102.13,3.87,3.7893,38292.62,404312.354
德赛西威,002920.SZ,20211029,104.98,110.5,103.15,107.35,106,1.35,1.2736,30980.63,332862.15
德赛西威,002920.SZ,20211101,106.53,112.95,105.88,111.04,107.35,3.69,3.4374,36941.77,409073.396
德赛西威,002920.SZ,20211102,111.04,114.1,109.02,110.05,111.04,-0.99,-0.8916,32330.8,359890.384
德赛西威,002920.SZ,20211103,110.5,112,106.9,109.69,110.05,-0.36,-0.3271,33119.99,361398.989
德赛西威,002920.SZ,20211104,109.85,113.42,108.5,112.37,109.69,2.68,2.4432,36737.92,408180.405
德赛西威,002920.SZ,20211105,112.37,116.38,110.84,111.9,112.37,-0.47,-0.4183,22572.79,256516.675
